Genome,Genome ID,Accession,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
Hepatitis B virus,10407.37688,AJ131538,fig|10407.37688.mat_peptide.1,,,PATRIC.10407.37688.AJ131538.mat_peptide.106.366.fwd,PATRIC,mat_peptide,106,366,261,+,,,,,,pre-S1,pre-S1,
Hepatitis B virus,10407.37699,AJ131539,fig|10407.37699.mat_peptide.1,,,PATRIC.10407.37699.AJ131539.mat_peptide.106.366.fwd,PATRIC,mat_peptide,106,366,261,+,,,,,,pre-S1,pre-S1,
Hepatitis B virus,10407.37709,AJ131541,fig|10407.37709.mat_peptide.1,,,PATRIC.10407.37709.AJ131541.mat_peptide.106.366.fwd,PATRIC,mat_peptide,106,366,261,+,,,,,,pre-S1,pre-S1,
Hepatitis B virus,10407.3772,AJ131542,fig|10407.37720.mat_peptide.1,,,PATRIC.10407.37720.AJ131542.mat_peptide.104.365.fwd,PATRIC,mat_peptide,104,365,262,+,,,,,,pre-S1,pre-S1,
Hepatitis B virus,10407.37727,AJ131543,fig|10407.37727.mat_peptide.1,,,PATRIC.10407.37727.AJ131543.mat_peptide.83.343.fwd,PATRIC,mat_peptide,83,343,261,+,,,,,,pre-S1,pre-S1,
Hepatitis B virus,10407.3773,AJ131544,fig|10407.37730.mat_peptide.1,,,PATRIC.10407.37730.AJ131544.mat_peptide.106.366.fwd,PATRIC,mat_peptide,106,366,261,+,,,,,,pre-S1,pre-S1,
Hepatitis B virus,10407.37739,AJ131545,fig|10407.37739.mat_peptide.1,,,PATRIC.10407.37739.AJ131545.mat_peptide.106.366.fwd,PATRIC,mat_peptide,106,366,261,+,,,,,,pre-S1,pre-S1,
Hepatitis B virus,10407.37749,AJ131546,fig|10407.37749.mat_peptide.1,,,PATRIC.10407.37749.AJ131546.mat_peptide.106.366.fwd,PATRIC,mat_peptide,106,366,261,+,,,,,,pre-S1,pre-S1,
Hepatitis B virus,10407.37752,AJ131547,fig|10407.37752.mat_peptide.1,,,PATRIC.10407.37752.AJ131547.mat_peptide.106.366.fwd,PATRIC,mat_peptide,106,366,261,+,,,,,,pre-S1,pre-S1 protein,
Hepatitis B virus,10407.37868,AJ131540,fig|10407.37868.mat_peptide.1,,,PATRIC.10407.37868.AJ131540.mat_peptide.106.366.fwd,PATRIC,mat_peptide,106,366,261,+,,,,,,pre-S1,pre-S1,
