Accession,Organism_Name,Submitters,Release_Date,Isolate,Species,Length,Protein,Geo_Location,USA,Host,Isolation_Source,Collection_Date
AGP07095.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,300,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2006
AGP07097.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3001,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2003
AGP07098.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3002,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2003
AGP07101.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3004,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2003
AGP07103.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3005,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2003
AGP07110.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3010,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2004
AGP07113.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3012,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2004
AGP07116.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3015,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2004
AGP07122.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3031,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2004
AGP07124.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3033,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2004
AGP07128.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3039,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2004
AGP07129.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3040,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2004
AGP07130.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3041,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2004
AGP07131.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3042,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2004
AGP07132.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3044,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2004
AGP07134.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3045,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2004
AGP07135.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3047,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2004
AGP07144.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3063,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2004
AGP07146.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3064,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2004
AGP07148.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3067,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2004
AGP07150.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3069,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2004
AGP07161.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3081,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2004
AGP07163.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3082,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2000
AGP07165.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3084,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2000
AGP07169.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3088,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2000
AGP07171.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,309,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2006
AGP07173.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3090,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2000
AGP07174.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3091,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2000
AGP07176.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3092,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2000
AGP07182.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3095,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2000
AGP07185.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3098,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2000
AGP07186.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3099,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2000
AGP07196.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3113,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2000
AGP07199.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3116,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2000
AGP07200.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3119,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2000
AGP07205.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3124,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2000
AGP07206.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,313,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2006
AGP07232.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,319,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2006
AGP07239.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,320,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2006
AGP07241.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3206,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2007
AGP07242.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3207,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2007
AGP07243.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,321,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2006
AGP07246.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3212,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2007
AGP07247.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3215,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2007
AGP07248.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3219,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2007
AGP07249.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3220,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2007
AGP07250.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3223,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2007
AGP07253.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3226,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2007
AGP07257.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3228,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2007
AGP07259.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,323,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2006
AGP07261.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3230,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2007
AGP07263.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3235,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2007
AGP07265.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3236,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2007
AGP07278.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3293,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2007
AGP07281.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3296,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2007
AGP07283.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3299,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2005
AGP07289.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,331,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2000
AGP07303.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,333,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2000
AGP07311.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,335,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2000
AGP07316.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,336,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2000
AGP07327.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,339,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2000
AGP07345.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,346,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2000
AGP07351.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,348,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2000
AGP07357.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3492,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2007
AGP07363.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,350,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2000
AGP07374.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3517,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2005
AGP07378.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3524,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2005
AGP07392.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,354,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2000
AGP07398.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3549,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2005
AGP07418.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3584,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2005
AGP07420.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3586,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2005
AGP07421.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3587,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2005
AGP07423.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3590,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2005
AGP07425.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3592,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2005
AGP07426.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3594,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2005
AGP07437.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3602,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2005
AGP07452.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3632,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2005
AGP07454.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3636,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2005
AGP07455.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3637,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2005
AGP07460.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3644,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2005
AGP07494.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3692,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2005
AGP07505.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3708,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2005
AGP07507.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3709,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2005
AGP07556.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3802,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2005
AGP07580.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3833,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2005
AGP07583.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3838,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2005
AGP07591.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3847,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2005
AGP07593.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3850,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2005
AGP07600.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3863,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2005
AGP07607.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3869,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2005
AGP07611.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3871,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2005
AGP07613.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3876,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2005
AGP07614.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3878,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2005
AGP07616.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,388,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2000
AGP07618.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3888,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2005
AGP07620.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,389,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2000
AGP07626.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3902,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2005
AGP07633.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3914,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2005
AGP07637.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3919,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2005
AGP07643.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3922,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2005
AGP07645.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3925,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2005
AGP07649.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3930,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2005
AGP07664.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3950,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2007
AGP07665.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3952,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2007
AGP07670.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3958,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2007
AGP07672.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3959,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2007
AGP07681.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,3970,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2007
AGP07696.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,4002,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2005
AGP07716.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,4023,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2005
AGP07717.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,4025,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2005
AGP07718.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,4026,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2005
AGP07719.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,4027,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2005
AGP07741.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,4061,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2005
AGP07743.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,4063,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2005
AGP07757.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,4092,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2005
AGP07774.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,4122,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2005
AGP07794.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,4150,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2005
AGP07796.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,4153,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2005
AGP07800.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,4155,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2005
AGP07801.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,4157,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2005
AGP07802.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,4158,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2005
AGP07805.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,4167,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2005
AGP07806.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,4168,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2005
AGP07819.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,4188,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2005
AGP07822.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,4193,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2005
AGP07832.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,4203,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2005
AGP07833.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,4206,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2005
AGP07835.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,4207,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2005
AGP07847.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,4218,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP07848.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,4220,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP07849.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,4221,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP07877.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,4264,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP07888.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,4276,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP07899.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,4292,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2003
AGP07903.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,4294,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2003
AGP07919.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,4320,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2003
AGP07934.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,4338,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2003
AGP07939.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,4341,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2003
AGP07941.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,4342,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2003
AGP07944.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,4348,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2003
AGP07949.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,4350,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2003
AGP07954.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,4354,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2003
AGP07960.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,4363,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP07963.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,4365,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP07972.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,4371,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP07974.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,4372,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP07976.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,4376,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP07977.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,4379,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP07985.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,4391,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP07986.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,4393,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP07987.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,4394,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP07998.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,4404,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP08003.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,4409,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP08013.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,4419,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP08017.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,4423,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP08023.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,4427,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2002
AGP08048.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,4451,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2006
AGP08051.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,4455,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2006
AGP08055.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,4457,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2006
AGP08063.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,4468,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2006
AGP08069.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,4475,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2006
AGP08071.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,4477,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2006
AGP08073.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,4479,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2006
AGP08077.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,4482,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2006
AGP08078.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,4483,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2006
AGP08082.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,4487,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2006
AGP08090.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,4494,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2006
AGP08101.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,4500,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2006
AGP08106.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,4504,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2003
AGP08113.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,451,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2006
AGP08125.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,4517,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2003
AGP08135.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,4525,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2004
AGP08142.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,453,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2006
AGP08147.1,Hepatitis B virus,"Pu,R., Yin,J., Cao,G.",01-11-2013,4535,Hepatitis B virus,47,core protein,China,,Homo sapiens,,2004
